"SLNO","mart_name","year","month","product","sales","product ID"
"3538","Mart B","2020","10","White Pepper","1007","PRD28"
"3539","Mart B","2020","11","White Pepper","990","PRD28"
"3540","Mart B","2020","12","White Pepper","775","PRD28"
"3541","Mart B","2021","1","White Pepper","789","PRD28"
"3542","Mart B","2021","2","White Pepper","749","PRD28"
"3543","Mart B","2021","3","White Pepper","972","PRD28"
"3544","Mart B","2021","4","White Pepper","1130","PRD28"
"3545","Mart B","2021","5","White Pepper","1324","PRD28"
"3546","Mart B","2021","6","White Pepper","1273","PRD28"
"3547","Mart B","2021","7","White Pepper","1438","PRD28"
"3548","Mart B","2021","8","White Pepper","1227","PRD28"
"3549","Mart B","2021","9","White Pepper","1106","PRD28"
"3550","Mart B","2021","10","White Pepper","1021","PRD28"
"3551","Mart B","2021","11","White Pepper","1171","PRD28"
"3552","Mart B","2021","12","White Pepper","856","PRD28"
"3553","Mart B","2018","1","Corn","1444","PRD29"
"3554","Mart B","2018","2","Corn","1494","PRD29"
"3555","Mart B","2018","3","Corn","1986","PRD29"
"3556","Mart B","2018","4","Corn","2245","PRD29"
"3557","Mart B","2018","5","Corn","2504","PRD29"
"3558","Mart B","2018","6","Corn","2679","PRD29"
"3559","Mart B","2018","7","Corn","2765","PRD29"
"3560","Mart B","2018","8","Corn","2363","PRD29"
"3561","Mart B","2018","9","Corn","2234","PRD29"
"3562","Mart B","2018","10","Corn","2106","PRD29"
"3563","Mart B","2018","11","Corn","2260","PRD29"
"3564","Mart B","2018","12","Corn","1646","PRD29"
"3565","Mart B","2019","1","Corn","1684","PRD29"
"3566","Mart B","2019","2","Corn","1706","PRD29"
"3567","Mart B","2019","3","Corn","2249","PRD29"
"3568","Mart B","2019","4","Corn","2520","PRD29"
"3569","Mart B","2019","5","Corn","2830","PRD29"
"3570","Mart B","2019","6","Corn","2895","PRD29"
"3571","Mart B","2019","7","Corn","3194","PRD29"
"3572","Mart B","2019","8","Corn","2842","PRD29"
"3573","Mart B","2019","9","Corn","2536","PRD29"
"3574","Mart B","2019","10","Corn","2488","PRD29"
"3575","Mart B","2019","11","Corn","2626","PRD29"
"3576","Mart B","2019","12","Corn","1906","PRD29"
"3577","Mart B","2020","1","Corn","1786","PRD29"
"3578","Mart B","2020","2","Corn","1775","PRD29"
"3579","Mart B","2020","3","Corn","2335","PRD29"
"3580","Mart B","2020","4","Corn","2654","PRD29"
"3581","Mart B","2020","5","Corn","2953","PRD29"
"3582","Mart B","2020","6","Corn","3063","PRD29"
"3583","Mart B","2020","7","Corn","3200","PRD29"
"3584","Mart B","2020","8","Corn","3081","PRD29"
"3585","Mart B","2020","9","Corn","2717","PRD29"
"3586","Mart B","2020","10","Corn","2576","PRD29"
"3587","Mart B","2020","11","Corn","2731","PRD29"
"3588","Mart B","2020","12","Corn","1931","PRD29"
"3589","Mart B","2021","1","Corn","1891","PRD29"
"3590","Mart B","2021","2","Corn","1936","PRD29"
"3591","Mart B","2021","3","Corn","2635","PRD29"
"3592","Mart B","2021","4","Corn","2942","PRD29"
"3593","Mart B","2021","5","Corn","3245","PRD29"
"3594","Mart B","2021","6","Corn","3279","PRD29"
"3595","Mart B","2021","7","Corn","3687","PRD29"
"3596","Mart B","2021","8","Corn","3135","PRD29"
"3597","Mart B","2021","9","Corn","2884","PRD29"
"3598","Mart B","2021","10","Corn","2858","PRD29"
"3599","Mart B","2021","11","Corn","2905","PRD29"
"3600","Mart B","2021","12","Corn","2099","PRD29"
"3601","Mart B","2018","1","Fennel","1698","PRD30"
"3602","Mart B","2018","2","Fennel","1781","PRD30"
"3603","Mart B","2018","3","Fennel","2407","PRD30"
"3604","Mart B","2018","4","Fennel","2504","PRD30"
"3605","Mart B","2018","5","Fennel","2818","PRD30"
"3606","Mart B","2018","6","Fennel","3033","PRD30"
"3607","Mart B","2018","7","Fennel","3190","PRD30"
"3608","Mart B","2018","8","Fennel","2864","PRD30"
"3609","Mart B","2018","9","Fennel","2580","PRD30"
"3610","Mart B","2018","10","Fennel","2509","PRD30"
"3611","Mart B","2018","11","Fennel","2655","PRD30"
"3612","Mart B","2018","12","Fennel","1922","PRD30"
"3613","Mart B","2019","1","Fennel","1963","PRD30"
"3614","Mart B","2019","2","Fennel","1982","PRD30"
"3615","Mart B","2019","3","Fennel","2599","PRD30"
"3616","Mart B","2019","4","Fennel","2975","PRD30"
"3617","Mart B","2019","5","Fennel","3352","PRD30"
"3618","Mart B","2019","6","Fennel","3538","PRD30"
"3619","Mart B","2019","7","Fennel","3740","PRD30"
"3620","Mart B","2019","8","Fennel","3382","PRD30"
"3621","Mart B","2019","9","Fennel","3057","PRD30"
"3622","Mart B","2019","10","Fennel","2918","PRD30"
"3623","Mart B","2019","11","Fennel","3060","PRD30"
"3624","Mart B","2019","12","Fennel","2268","PRD30"
"3625","Mart B","2020","1","Fennel","2012","PRD30"
"3626","Mart B","2020","2","Fennel","2121","PRD30"
"3627","Mart B","2020","3","Fennel","2672","PRD30"
"3628","Mart B","2020","4","Fennel","3158","PRD30"
"3629","Mart B","2020","5","Fennel","3605","PRD30"
"3630","Mart B","2020","6","Fennel","3429","PRD30"
"3631","Mart B","2020","7","Fennel","3960","PRD30"
"3632","Mart B","2020","8","Fennel","3456","PRD30"
"3633","Mart B","2020","9","Fennel","3195","PRD30"
"3634","Mart B","2020","10","Fennel","3075","PRD30"
"3635","Mart B","2020","11","Fennel","3083","PRD30"
"3636","Mart B","2020","12","Fennel","2298","PRD30"
"3637","Mart B","2021","1","Fennel","2232","PRD30"
"3638","Mart B","2021","2","Fennel","2187","PRD30"
"3639","Mart B","2021","3","Fennel","3017","PRD30"
"3640","Mart B","2021","4","Fennel","3406","PRD30"
"3641","Mart B","2021","5","Fennel","3737","PRD30"
"3642","Mart B","2021","6","Fennel","3774","PRD30"
"3643","Mart B","2021","7","Fennel","4199","PRD30"
"3644","Mart B","2021","8","Fennel","3740","PRD30"
"3645","Mart B","2021","9","Fennel","3368","PRD30"
"3646","Mart B","2021","10","Fennel","3313","PRD30"
"3647","Mart B","2021","11","Fennel","3291","PRD30"
"3648","Mart B","2021","12","Fennel","2593","PRD30"
"3649","Mart B","2018","1","Green Chillies","612","PRD31"
"3650","Mart B","2018","2","Green Chillies","643","PRD31"
"3651","Mart B","2018","3","Green Chillies","830","PRD31"
"3652","Mart B","2018","4","Green Chillies","985","PRD31"
"3653","Mart B","2018","5","Green Chillies","1112","PRD31"
"3654","Mart B","2018","6","Green Chillies","1135","PRD31"
"3655","Mart B","2018","7","Green Chillies","1162","PRD31"
"3656","Mart B","2018","8","Green Chillies","1127","PRD31"
"3657","Mart B","2018","9","Green Chillies","1016","PRD31"
"3658","Mart B","2018","10","Green Chillies","902","PRD31"
"3659","Mart B","2018","11","Green Chillies","975","PRD31"
"3660","Mart B","2018","12","Green Chillies","724","PRD31"
"3661","Mart B","2019","1","Green Chillies","770","PRD31"
"3662","Mart B","2019","2","Green Chillies","749","PRD31"
"3663","Mart B","2019","3","Green Chillies","1101","PRD31"
"3664","Mart B","2019","4","Green Chillies","1145","PRD31"
"3665","Mart B","2019","5","Green Chillies","1296","PRD31"
"3666","Mart B","2019","6","Green Chillies","1314","PRD31"
"3667","Mart B","2019","7","Green Chillies","1443","PRD31"
"3668","Mart B","2019","8","Green Chillies","1299","PRD31"
"3669","Mart B","2019","9","Green Chillies","1192","PRD31"
"3670","Mart B","2019","10","Green Chillies","1138","PRD31"
"3671","Mart B","2019","11","Green Chillies","1097","PRD31"
"3672","Mart B","2019","12","Green Chillies","785","PRD31"
"3673","Mart B","2020","1","Green Chillies","828","PRD31"
"3674","Mart B","2020","2","Green Chillies","749","PRD31"
"3675","Mart B","2020","3","Green Chillies","981","PRD31"
"3676","Mart B","2020","4","Green Chillies","1129","PRD31"
"3677","Mart B","2020","5","Green Chillies","1255","PRD31"
"3678","Mart B","2020","6","Green Chillies","1279","PRD31"
"3679","Mart B","2020","7","Green Chillies","1469","PRD31"
"3680","Mart B","2020","8","Green Chillies","1273","PRD31"
"3681","Mart B","2020","9","Green Chillies","1134","PRD31"
"3682","Mart B","2020","10","Green Chillies","1130","PRD31"
"3683","Mart B","2020","11","Green Chillies","1249","PRD31"
"3684","Mart B","2020","12","Green Chillies","917","PRD31"
"3685","Mart B","2021","1","Green Chillies","837","PRD31"
"3686","Mart B","2021","2","Green Chillies","835","PRD31"
"3687","Mart B","2021","3","Green Chillies","1134","PRD31"
"3688","Mart B","2021","4","Green Chillies","1270","PRD31"
"3689","Mart B","2021","5","Green Chillies","1394","PRD31"
"3690","Mart B","2021","6","Green Chillies","1507","PRD31"
"3691","Mart B","2021","7","Green Chillies","1634","PRD31"
"3692","Mart B","2021","8","Green Chillies","1421","PRD31"
"3693","Mart B","2021","9","Green Chillies","1342","PRD31"
"3694","Mart B","2021","10","Green Chillies","1227","PRD31"
"3695","Mart B","2021","11","Green Chillies","1271","PRD31"
"3696","Mart B","2021","12","Green Chillies","985","PRD31"
"3697","Mart B","2018","1","Gram Oil","1879","PRD32"
"3698","Mart B","2018","2","Gram Oil","1816","PRD32"
"3699","Mart B","2018","3","Gram Oil","2460","PRD32"
"3700","Mart B","2018","4","Gram Oil","2676","PRD32"
"3701","Mart B","2018","5","Gram Oil","3094","PRD32"
"3702","Mart B","2018","6","Gram Oil","3156","PRD32"
"3703","Mart B","2018","7","Gram Oil","3415","PRD32"
"3704","Mart B","2018","8","Gram Oil","2974","PRD32"
"3705","Mart B","2018","9","Gram Oil","2713","PRD32"
"3706","Mart B","2018","10","Gram Oil","2571","PRD32"
"3707","Mart B","2018","11","Gram Oil","2834","PRD32"
"3708","Mart B","2018","12","Gram Oil","1962","PRD32"
"3709","Mart B","2019","1","Gram Oil","2085","PRD32"
"3710","Mart B","2019","2","Gram Oil","2035","PRD32"
"3711","Mart B","2019","3","Gram Oil","2819","PRD32"
"3712","Mart B","2019","4","Gram Oil","3181","PRD32"
"3713","Mart B","2019","5","Gram Oil","3447","PRD32"
"3714","Mart B","2019","6","Gram Oil","3559","PRD32"
"3715","Mart B","2019","7","Gram Oil","3820","PRD32"
"3716","Mart B","2019","8","Gram Oil","3468","PRD32"
"3717","Mart B","2019","9","Gram Oil","2965","PRD32"
"3718","Mart B","2019","10","Gram Oil","3050","PRD32"
"3719","Mart B","2019","11","Gram Oil","3211","PRD32"
"3720","Mart B","2019","12","Gram Oil","2294","PRD32"
"3721","Mart B","2020","1","Gram Oil","2229","PRD32"
"3722","Mart B","2020","2","Gram Oil","2133","PRD32"
"3723","Mart B","2020","3","Gram Oil","2859","PRD32"
"3724","Mart B","2020","4","Gram Oil","3300","PRD32"
"3725","Mart B","2020","5","Gram Oil","3748","PRD32"
"3726","Mart B","2020","6","Gram Oil","3574","PRD32"
"3727","Mart B","2020","7","Gram Oil","4100","PRD32"
"3728","Mart B","2020","8","Gram Oil","3745","PRD32"
"3729","Mart B","2020","9","Gram Oil","3291","PRD32"
"3730","Mart B","2020","10","Gram Oil","3206","PRD32"
"3731","Mart B","2020","11","Gram Oil","3273","PRD32"
"3732","Mart B","2020","12","Gram Oil","2428","PRD32"
"3733","Mart B","2021","1","Gram Oil","2386","PRD32"
"3734","Mart B","2021","2","Gram Oil","2308","PRD32"
"3735","Mart B","2021","3","Gram Oil","3116","PRD32"
"3736","Mart B","2021","4","Gram Oil","3565","PRD32"
"3737","Mart B","2021","5","Gram Oil","3904","PRD32"
"3738","Mart B","2021","6","Gram Oil","4028","PRD32"
"3739","Mart B","2021","7","Gram Oil","4478","PRD32"
"3740","Mart B","2021","8","Gram Oil","3934","PRD32"
"3741","Mart B","2021","9","Gram Oil","3429","PRD32"
"3742","Mart B","2021","10","Gram Oil","3414","PRD32"
"3743","Mart B","2021","11","Gram Oil","3444","PRD32"
"3744","Mart B","2021","12","Gram Oil","2594","PRD32"
"3745","Mart B","2018","1","Gingelly Oil","993","PRD33"
"3746","Mart B","2018","2","Gingelly Oil","974","PRD33"
"3747","Mart B","2018","3","Gingelly Oil","1348","PRD33"
"3748","Mart B","2018","4","Gingelly Oil","1472","PRD33"
"3749","Mart B","2018","5","Gingelly Oil","1656","PRD33"
"3750","Mart B","2018","6","Gingelly Oil","1748","PRD33"
"3751","Mart B","2018","7","Gingelly Oil","1862","PRD33"
"3752","Mart B","2018","8","Gingelly Oil","1654","PRD33"
"3753","Mart B","2018","9","Gingelly Oil","1512","PRD33"
"3754","Mart B","2018","10","Gingelly Oil","1329","PRD33"
"3755","Mart B","2018","11","Gingelly Oil","1519","PRD33"
"3756","Mart B","2018","12","Gingelly Oil","1034","PRD33"
"3757","Mart B","2019","1","Gingelly Oil","1130","PRD33"
"3758","Mart B","2019","2","Gingelly Oil","1137","PRD33"
"3759","Mart B","2019","3","Gingelly Oil","1518","PRD33"
"3760","Mart B","2019","4","Gingelly Oil","1644","PRD33"
"3761","Mart B","2019","5","Gingelly Oil","1929","PRD33"
"3762","Mart B","2019","6","Gingelly Oil","1957","PRD33"
"3763","Mart B","2019","7","Gingelly Oil","2112","PRD33"
"3764","Mart B","2019","8","Gingelly Oil","1874","PRD33"
"3765","Mart B","2019","9","Gingelly Oil","1727","PRD33"
"3766","Mart B","2019","10","Gingelly Oil","1630","PRD33"
"3767","Mart B","2019","11","Gingelly Oil","1719","PRD33"
"3768","Mart B","2019","12","Gingelly Oil","1298","PRD33"
"3769","Mart B","2020","1","Gingelly Oil","1205","PRD33"
"3770","Mart B","2020","2","Gingelly Oil","1131","PRD33"
"3771","Mart B","2020","3","Gingelly Oil","1563","PRD33"
"3772","Mart B","2020","4","Gingelly Oil","1859","PRD33"
"3773","Mart B","2020","5","Gingelly Oil","1976","PRD33"
"3774","Mart B","2020","6","Gingelly Oil","1974","PRD33"
"3775","Mart B","2020","7","Gingelly Oil","2216","PRD33"
"3776","Mart B","2020","8","Gingelly Oil","2031","PRD33"
"3777","Mart B","2020","9","Gingelly Oil","1788","PRD33"
"3778","Mart B","2020","10","Gingelly Oil","1698","PRD33"
"3779","Mart B","2020","11","Gingelly Oil","1820","PRD33"
"3780","Mart B","2020","12","Gingelly Oil","1324","PRD33"
"3781","Mart B","2021","1","Gingelly Oil","1345","PRD33"
"3782","Mart B","2021","2","Gingelly Oil","1259","PRD33"
"3783","Mart B","2021","3","Gingelly Oil","1718","PRD33"
"3784","Mart B","2021","4","Gingelly Oil","1956","PRD33"
"3785","Mart B","2021","5","Gingelly Oil","2082","PRD33"
"3786","Mart B","2021","6","Gingelly Oil","2256","PRD33"
"3787","Mart B","2021","7","Gingelly Oil","2413","PRD33"
"3788","Mart B","2021","8","Gingelly Oil","2172","PRD33"
"3789","Mart B","2021","9","Gingelly Oil","1965","PRD33"
"3790","Mart B","2021","10","Gingelly Oil","1881","PRD33"
"3791","Mart B","2021","11","Gingelly Oil","1945","PRD33"
"3792","Mart B","2021","12","Gingelly Oil","1421","PRD33"
"3793","Mart B","2018","1","Horse Gram","658","PRD34"
"3794","Mart B","2018","2","Horse Gram","691","PRD34"
"3795","Mart B","2018","3","Horse Gram","918","PRD34"
"3796","Mart B","2018","4","Horse Gram","989","PRD34"
"3797","Mart B","2018","5","Horse Gram","1120","PRD34"
"3798","Mart B","2018","6","Horse Gram","1145","PRD34"
"3799","Mart B","2018","7","Horse Gram","1204","PRD34"
"3800","Mart B","2018","8","Horse Gram","1065","PRD34"
"3801","Mart B","2018","9","Horse Gram","987","PRD34"
"3802","Mart B","2018","10","Horse Gram","903","PRD34"
"3803","Mart B","2018","11","Horse Gram","993","PRD34"
"3804","Mart B","2018","12","Horse Gram","698","PRD34"
"3805","Mart B","2019","1","Horse Gram","737","PRD34"
"3806","Mart B","2019","2","Horse Gram","768","PRD34"
"3807","Mart B","2019","3","Horse Gram","1003","PRD34"
"3808","Mart B","2019","4","Horse Gram","1171","PRD34"
"3809","Mart B","2019","5","Horse Gram","1285","PRD34"
"3810","Mart B","2019","6","Horse Gram","1277","PRD34"
"3811","Mart B","2019","7","Horse Gram","1475","PRD34"
"3812","Mart B","2019","8","Horse Gram","1193","PRD34"
"3813","Mart B","2019","9","Horse Gram","1098","PRD34"
"3814","Mart B","2019","10","Horse Gram","1100","PRD34"
"3815","Mart B","2019","11","Horse Gram","1179","PRD34"
"3816","Mart B","2019","12","Horse Gram","852","PRD34"
"3817","Mart B","2020","1","Horse Gram","797","PRD34"
"3818","Mart B","2020","2","Horse Gram","813","PRD34"
"3819","Mart B","2020","3","Horse Gram","1033","PRD34"
"3820","Mart B","2020","4","Horse Gram","1197","PRD34"
"3821","Mart B","2020","5","Horse Gram","1366","PRD34"
"3822","Mart B","2020","6","Horse Gram","1392","PRD34"
"3823","Mart B","2020","7","Horse Gram","1437","PRD34"
"3824","Mart B","2020","8","Horse Gram","1373","PRD34"
"3825","Mart B","2020","9","Horse Gram","1158","PRD34"
"3826","Mart B","2020","10","Horse Gram","1126","PRD34"
"3827","Mart B","2020","11","Horse Gram","1191","PRD34"
"3828","Mart B","2020","12","Horse Gram","851","PRD34"
"3829","Mart B","2021","1","Horse Gram","890","PRD34"
"3830","Mart B","2021","2","Horse Gram","873","PRD34"
"3831","Mart B","2021","3","Horse Gram","1150","PRD34"
"3832","Mart B","2021","4","Horse Gram","1325","PRD34"
"3833","Mart B","2021","5","Horse Gram","1446","PRD34"
"3834","Mart B","2021","6","Horse Gram","1394","PRD34"
"3835","Mart B","2021","7","Horse Gram","1635","PRD34"
"3836","Mart B","2021","8","Horse Gram","1426","PRD34"
"3837","Mart B","2021","9","Horse Gram","1307","PRD34"
"3838","Mart B","2021","10","Horse Gram","1214","PRD34"
"3839","Mart B","2021","11","Horse Gram","1309","PRD34"
"3840","Mart B","2021","12","Horse Gram","961","PRD34"
"3841","Mart B","2018","1","Paddy","505","PRD35"
"3842","Mart B","2018","2","Paddy","507","PRD35"
"3843","Mart B","2018","3","Paddy","666","PRD35"
"3844","Mart B","2018","4","Paddy","756","PRD35"
"3845","Mart B","2018","5","Paddy","788","PRD35"
"3846","Mart B","2018","6","Paddy","842","PRD35"
"3847","Mart B","2018","7","Paddy","825","PRD35"
"3848","Mart B","2018","8","Paddy","843","PRD35"
"3849","Mart B","2018","9","Paddy","749","PRD35"
"3850","Mart B","2018","10","Paddy","752","PRD35"
"3851","Mart B","2018","11","Paddy","736","PRD35"
"3852","Mart B","2018","12","Paddy","569","PRD35"
"3853","Mart B","2019","1","Paddy","551","PRD35"
"3854","Mart B","2019","2","Paddy","586","PRD35"
"3855","Mart B","2019","3","Paddy","727","PRD35"
"3856","Mart B","2019","4","Paddy","884","PRD35"
"3857","Mart B","2019","5","Paddy","923","PRD35"
"3858","Mart B","2019","6","Paddy","975","PRD35"
"3859","Mart B","2019","7","Paddy","1064","PRD35"
"3860","Mart B","2019","8","Paddy","951","PRD35"
"3861","Mart B","2019","9","Paddy","857","PRD35"
"3862","Mart B","2019","10","Paddy","799","PRD35"
"3863","Mart B","2019","11","Paddy","855","PRD35"
"3864","Mart B","2019","12","Paddy","643","PRD35"
"3865","Mart B","2020","1","Paddy","644","PRD35"
"3866","Mart B","2020","2","Paddy","561","PRD35"
"3867","Mart B","2020","3","Paddy","770","PRD35"
"3868","Mart B","2020","4","Paddy","872","PRD35"
"3869","Mart B","2020","5","Paddy","932","PRD35"
"3870","Mart B","2020","6","Paddy","982","PRD35"
"3871","Mart B","2020","7","Paddy","1079","PRD35"
"3872","Mart B","2020","8","Paddy","996","PRD35"
"3873","Mart B","2020","9","Paddy","912","PRD35"
"3874","Mart B","2020","10","Paddy","850","PRD35"
"3875","Mart B","2020","11","Paddy","884","PRD35"
"3876","Mart B","2020","12","Paddy","609","PRD35"
"3877","Mart B","2021","1","Paddy","695","PRD35"
"3878","Mart B","2021","2","Paddy","700","PRD35"
"3879","Mart B","2021","3","Paddy","887","PRD35"
"3880","Mart B","2021","4","Paddy","946","PRD35"
"3881","Mart B","2021","5","Paddy","1048","PRD35"
"3882","Mart B","2021","6","Paddy","1082","PRD35"
"3883","Mart B","2021","7","Paddy","1211","PRD35"
"3884","Mart B","2021","8","Paddy","1035","PRD35"
"3885","Mart B","2021","9","Paddy","985","PRD35"
"3886","Mart B","2021","10","Paddy","903","PRD35"
"3887","Mart B","2021","11","Paddy","929","PRD35"
"3888","Mart B","2021","12","Paddy","671","PRD35"
"3889","Mart B","2018","1","Ragi","831","PRD36"
"3890","Mart B","2018","2","Ragi","840","PRD36"
"3891","Mart B","2018","3","Ragi","1144","PRD36"
"3892","Mart B","2018","4","Ragi","1214","PRD36"
"3893","Mart B","2018","5","Ragi","1388","PRD36"
"3894","Mart B","2018","6","Ragi","1430","PRD36"
"3895","Mart B","2018","7","Ragi","1519","PRD36"
"3896","Mart B","2018","8","Ragi","1324","PRD36"
"3897","Mart B","2018","9","Ragi","1222","PRD36"
"3898","Mart B","2018","10","Ragi","1161","PRD36"
"3899","Mart B","2018","11","Ragi","1318","PRD36"
"3900","Mart B","2018","12","Ragi","938","PRD36"
"3901","Mart B","2019","1","Ragi","940","PRD36"
"3902","Mart B","2019","2","Ragi","938","PRD36"
"3903","Mart B","2019","3","Ragi","1269","PRD36"
"3904","Mart B","2019","4","Ragi","1434","PRD36"
"3905","Mart B","2019","5","Ragi","1542","PRD36"
"3906","Mart B","2019","6","Ragi","1589","PRD36"
"3907","Mart B","2019","7","Ragi","1812","PRD36"
"3908","Mart B","2019","8","Ragi","1677","PRD36"
"3909","Mart B","2019","9","Ragi","1427","PRD36"
"3910","Mart B","2019","10","Ragi","1414","PRD36"
"3911","Mart B","2019","11","Ragi","1481","PRD36"
"3912","Mart B","2019","12","Ragi","1011","PRD36"
"3913","Mart B","2020","1","Ragi","982","PRD36"
"3914","Mart B","2020","2","Ragi","1010","PRD36"
"3915","Mart B","2020","3","Ragi","1291","PRD36"
"3916","Mart B","2020","4","Ragi","1532","PRD36"
"3917","Mart B","2020","5","Ragi","1711","PRD36"
"3918","Mart B","2020","6","Ragi","1680","PRD36"
"3919","Mart B","2020","7","Ragi","1917","PRD36"
"3920","Mart B","2020","8","Ragi","1673","PRD36"
"3921","Mart B","2020","9","Ragi","1499","PRD36"
"3922","Mart B","2020","10","Ragi","1505","PRD36"
"3923","Mart B","2020","11","Ragi","1440","PRD36"
"3924","Mart B","2020","12","Ragi","1135","PRD36"
"3925","Mart B","2021","1","Ragi","1083","PRD36"
"3926","Mart B","2021","2","Ragi","1062","PRD36"
"3927","Mart B","2021","3","Ragi","1474","PRD36"
"3928","Mart B","2021","4","Ragi","1628","PRD36"
"3929","Mart B","2021","5","Ragi","1779","PRD36"
"3930","Mart B","2021","6","Ragi","1889","PRD36"
"3931","Mart B","2021","7","Ragi","2091","PRD36"
"3932","Mart B","2021","8","Ragi","1770","PRD36"
"3933","Mart B","2021","9","Ragi","1672","PRD36"
"3934","Mart B","2021","10","Ragi","1550","PRD36"
"3935","Mart B","2021","11","Ragi","1652","PRD36"
"3936","Mart B","2021","12","Ragi","1186","PRD36"
"3937","Mart B","2018","1","Raisins","1183","PRD37"
"3938","Mart B","2018","2","Raisins","1210","PRD37"
"3939","Mart B","2018","3","Raisins","1630","PRD37"
"3940","Mart B","2018","4","Raisins","1810","PRD37"
"3941","Mart B","2018","5","Raisins","1849","PRD37"
"3942","Mart B","2018","6","Raisins","1950","PRD37"
"3943","Mart B","2018","7","Raisins","2164","PRD37"
"3944","Mart B","2018","8","Raisins","1949","PRD37"
"3945","Mart B","2018","9","Raisins","1745","PRD37"
"3946","Mart B","2018","10","Raisins","1631","PRD37"
"3947","Mart B","2018","11","Raisins","1736","PRD37"
"3948","Mart B","2018","12","Raisins","1299","PRD37"
"3949","Mart B","2019","1","Raisins","1300","PRD37"
"3950","Mart B","2019","2","Raisins","1332","PRD37"
"3951","Mart B","2019","3","Raisins","1757","PRD37"
"3952","Mart B","2019","4","Raisins","1999","PRD37"
"3953","Mart B","2019","5","Raisins","2240","PRD37"
"3954","Mart B","2019","6","Raisins","2360","PRD37"
"3955","Mart B","2019","7","Raisins","2526","PRD37"
"3956","Mart B","2019","8","Raisins","2204","PRD37"
"3957","Mart B","2019","9","Raisins","1995","PRD37"
"3958","Mart B","2019","10","Raisins","1916","PRD37"
"3959","Mart B","2019","11","Raisins","2010","PRD37"
"3960","Mart B","2019","12","Raisins","1487","PRD37"
"3961","Mart B","2020","1","Raisins","1420","PRD37"
"3962","Mart B","2020","2","Raisins","1348","PRD37"
"3963","Mart B","2020","3","Raisins","1885","PRD37"
"3964","Mart B","2020","4","Raisins","2024","PRD37"
"3965","Mart B","2020","5","Raisins","2319","PRD37"
"3966","Mart B","2020","6","Raisins","2305","PRD37"
"3967","Mart B","2020","7","Raisins","2633","PRD37"
"3968","Mart B","2020","8","Raisins","2282","PRD37"
"3969","Mart B","2020","9","Raisins","2047","PRD37"
"3970","Mart B","2020","10","Raisins","1910","PRD37"
"3971","Mart B","2020","11","Raisins","2074","PRD37"
"3972","Mart B","2020","12","Raisins","1517","PRD37"
"3973","Mart B","2021","1","Raisins","1579","PRD37"
"3974","Mart B","2021","2","Raisins","1533","PRD37"
"3975","Mart B","2021","3","Raisins","1960","PRD37"
"3976","Mart B","2021","4","Raisins","2254","PRD37"
"3977","Mart B","2021","5","Raisins","2480","PRD37"
"3978","Mart B","2021","6","Raisins","2497","PRD37"
"3979","Mart B","2021","7","Raisins","2872","PRD37"
"3980","Mart B","2021","8","Raisins","2392","PRD37"
"3981","Mart B","2021","9","Raisins","2305","PRD37"
"3982","Mart B","2021","10","Raisins","2207","PRD37"
"3983","Mart B","2021","11","Raisins","2315","PRD37"
"3984","Mart B","2021","12","Raisins","1709","PRD37"
"3985","Mart B","2018","1","Saffron","661","PRD38"
"3986","Mart B","2018","2","Saffron","679","PRD38"
"3987","Mart B","2018","3","Saffron","953","PRD38"
"3988","Mart B","2018","4","Saffron","1026","PRD38"
"3989","Mart B","2018","5","Saffron","1078","PRD38"
"3990","Mart B","2018","6","Saffron","1157","PRD38"
"3991","Mart B","2018","7","Saffron","1281","PRD38"
"3992","Mart B","2018","8","Saffron","1108","PRD38"
"3993","Mart B","2018","9","Saffron","981","PRD38"
"3994","Mart B","2018","10","Saffron","963","PRD38"
"3995","Mart B","2018","11","Saffron","1045","PRD38"
"3996","Mart B","2018","12","Saffron","719","PRD38"
"3997","Mart B","2019","1","Saffron","760","PRD38"
"3998","Mart B","2019","2","Saffron","770","PRD38"
"3999","Mart B","2019","3","Saffron","1016","PRD38"
"4000","Mart B","2019","4","Saffron","1123","PRD38"
"4001","Mart B","2019","5","Saffron","1202","PRD38"
"4002","Mart B","2019","6","Saffron","1292","PRD38"
"4003","Mart B","2019","7","Saffron","1415","PRD38"
"4004","Mart B","2019","8","Saffron","1296","PRD38"
"4005","Mart B","2019","9","Saffron","1184","PRD38"
"4006","Mart B","2019","10","Saffron","1047","PRD38"
"4007","Mart B","2019","11","Saffron","1160","PRD38"
"4008","Mart B","2019","12","Saffron","887","PRD38"
"4009","Mart B","2020","1","Saffron","775","PRD38"
"4010","Mart B","2020","2","Saffron","811","PRD38"
"4011","Mart B","2020","3","Saffron","1069","PRD38"
"4012","Mart B","2020","4","Saffron","1182","PRD38"
"4013","Mart B","2020","5","Saffron","1321","PRD38"
"4014","Mart B","2020","6","Saffron","1350","PRD38"
"4015","Mart B","2020","7","Saffron","1456","PRD38"
"4016","Mart B","2020","8","Saffron","1327","PRD38"
"4017","Mart B","2020","9","Saffron","1205","PRD38"
"4018","Mart B","2020","10","Saffron","1159","PRD38"
"4019","Mart B","2020","11","Saffron","1197","PRD38"
"4020","Mart B","2020","12","Saffron","880","PRD38"
"4021","Mart B","2021","1","Saffron","858","PRD38"
"4022","Mart B","2021","2","Saffron","846","PRD38"
"4023","Mart B","2021","3","Saffron","1081","PRD38"
